title,start_year,runtime_minutes,genres,id,release_date,production_budget,domestic_gross,worldwide_gross
#Horror,2015,101.0,Crime,16,"Nov 20, 2015","$1,500,000",0.0,0.0
#Horror,2015,101.0,Drama,16,"Nov 20, 2015","$1,500,000",0.0,0.0
#Horror,2015,101.0,Horror,16,"Nov 20, 2015","$1,500,000",0.0,0.0
10 Cloverfield Lane,2016,103.0,Drama,54,"Mar 11, 2016","$5,000,000",72082999.0,108286422.0
10 Cloverfield Lane,2016,103.0,Horror,54,"Mar 11, 2016","$5,000,000",72082999.0,108286422.0
10 Cloverfield Lane,2016,103.0,Mystery,54,"Mar 11, 2016","$5,000,000",72082999.0,108286422.0
10 Days in a Madhouse,2015,111.0,Drama,48,"Nov 11, 2015","$12,000,000",14616.0,14616.0
12 Strong,2018,130.0,Action,64,"Jan 19, 2018","$35,000,000",45819713.0,71118378.0
12 Strong,2018,130.0,Drama,64,"Jan 19, 2018","$35,000,000",45819713.0,71118378.0
12 Strong,2018,130.0,History,64,"Jan 19, 2018","$35,000,000",45819713.0,71118378.0
12 Years a Slave,2013,134.0,Biography,18,"Oct 18, 2013","$20,000,000",56671993.0,181025343.0
12 Years a Slave,2013,134.0,Drama,18,"Oct 18, 2013","$20,000,000",56671993.0,181025343.0
12 Years a Slave,2013,134.0,History,18,"Oct 18, 2013","$20,000,000",56671993.0,181025343.0
127 Hours,2010,94.0,Adventure,6,"Nov 5, 2010","$18,000,000",18335230.0,60217171.0
127 Hours,2010,94.0,Biography,6,"Nov 5, 2010","$18,000,000",18335230.0,60217171.0
127 Hours,2010,94.0,Drama,6,"Nov 5, 2010","$18,000,000",18335230.0,60217171.0
13 Sins,2014,93.0,Horror,51,"Apr 18, 2014","$4,000,000",9134.0,47552.0
13 Sins,2014,93.0,Thriller,51,"Apr 18, 2014","$4,000,000",9134.0,47552.0
1982,2013,90.0,Drama,23,"Mar 1, 2016","$1,000,000",0.0,0.0
1982,2015,11.0,Documentary,23,"Mar 1, 2016","$1,000,000",0.0,0.0
2 Guns,2013,109.0,Action,39,"Aug 2, 2013","$61,000,000",75612460.0,132493015.0
2 Guns,2013,109.0,Comedy,39,"Aug 2, 2013","$61,000,000",75612460.0,132493015.0
2 Guns,2013,109.0,Crime,39,"Aug 2, 2013","$61,000,000",75612460.0,132493015.0
21,2016,98.0,Horror,39,"Mar 28, 2008","$35,000,000",81159365.0,159846429.0
21 Jump Street,2012,109.0,Action,44,"Mar 16, 2012","$42,000,000",138447667.0,202812429.0
21 Jump Street,2012,109.0,Comedy,44,"Mar 16, 2012","$42,000,000",138447667.0,202812429.0
21 Jump Street,2012,109.0,Crime,44,"Mar 16, 2012","$42,000,000",138447667.0,202812429.0
22 Jump Street,2014,112.0,Action,85,"Jun 13, 2014","$50,000,000",191719337.0,331333876.0
22 Jump Street,2014,112.0,Comedy,85,"Jun 13, 2014","$50,000,000",191719337.0,331333876.0
22 Jump Street,2014,112.0,Crime,85,"Jun 13, 2014","$50,000,000",191719337.0,331333876.0
23 Blast,2014,98.0,Drama,64,"Oct 24, 2014","$1,000,000",549185.0,549185.0
23 Blast,2014,98.0,Family,64,"Oct 24, 2014","$1,000,000",549185.0,549185.0
23 Blast,2014,98.0,Sport,64,"Oct 24, 2014","$1,000,000",549185.0,549185.0
3,2010,119.0,Comedy,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2010,119.0,Drama,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2010,119.0,Romance,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2012,145.0,Drama,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2012,145.0,Mystery,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2012,145.0,Romance,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2012,115.0,Comedy,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2012,115.0,Drama,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2018,80.0,Horror,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2018,80.0,Mystery,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2018,80.0,Thriller,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2015,57.0,Drama,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3,2018,17.0,Documentary,85,"Sep 16, 2011","$7,200,000",59774.0,295492.0
3 Backyards,2010,88.0,Drama,51,"Mar 11, 2011","$300,000",39475.0,39475.0
3 Days to Kill,2014,117.0,Action,64,"Feb 21, 2014","$28,000,000",30697999.0,38959900.0
3 Days to Kill,2014,117.0,Drama,64,"Feb 21, 2014","$28,000,000",30697999.0,38959900.0
3 Days to Kill,2014,117.0,Thriller,64,"Feb 21, 2014","$28,000,000",30697999.0,38959900.0
30 Minutes or Less,2011,83.0,Action,60,"Aug 12, 2011","$28,000,000",37053924.0,40966716.0
30 Minutes or Less,2011,83.0,Comedy,60,"Aug 12, 2011","$28,000,000",37053924.0,40966716.0
30 Minutes or Less,2011,83.0,Crime,60,"Aug 12, 2011","$28,000,000",37053924.0,40966716.0
300: Rise of an Empire,2014,102.0,Action,26,"Mar 7, 2014","$110,000,000",106580051.0,330780051.0
300: Rise of an Empire,2014,102.0,Fantasy,26,"Mar 7, 2014","$110,000,000",106580051.0,330780051.0
300: Rise of an Empire,2014,102.0,War,26,"Mar 7, 2014","$110,000,000",106580051.0,330780051.0
31,2016,102.0,Horror,85,"Oct 21, 2016","$1,500,000",779820.0,922727.0
31,2016,102.0,Thriller,85,"Oct 21, 2016","$1,500,000",779820.0,922727.0
40 Weeks,2014,111.0,Documentary,45,"Dec 31, 2014","$900,000",0.0,0.0
42,2013,128.0,Biography,22,"Apr 12, 2013","$31,000,000",95020213.0,97470701.0
42,2013,128.0,Drama,22,"Apr 12, 2013","$31,000,000",95020213.0,97470701.0
42,2013,128.0,Sport,22,"Apr 12, 2013","$31,000,000",95020213.0,97470701.0
47 Ronin,2013,128.0,Action,12,"Dec 25, 2013","$175,000,000",38362475.0,151716815.0
47 Ronin,2013,128.0,Adventure,12,"Dec 25, 2013","$175,000,000",38362475.0,151716815.0
47 Ronin,2013,128.0,Drama,12,"Dec 25, 2013","$175,000,000",38362475.0,151716815.0
5 Days of War,2011,113.0,Action,47,"Aug 19, 2011","$12,000,000",17479.0,87793.0
5 Days of War,2011,113.0,Drama,47,"Aug 19, 2011","$12,000,000",17479.0,87793.0
5 Days of War,2011,113.0,War,47,"Aug 19, 2011","$12,000,000",17479.0,87793.0
50 to 1,2014,110.0,Drama,93,"Mar 21, 2014","$10,000,000",1069454.0,1069454.0
50/50,2011,100.0,Comedy,73,"Sep 30, 2011","$8,000,000",35016118.0,41334735.0
50/50,2011,100.0,Drama,73,"Sep 30, 2011","$8,000,000",35016118.0,41334735.0
50/50,2011,100.0,Romance,73,"Sep 30, 2011","$8,000,000",35016118.0,41334735.0
50/50,2010,77.0,Documentary,73,"Sep 30, 2011","$8,000,000",35016118.0,41334735.0
8 Days,2014,90.0,Drama,48,"Oct 13, 2015","$2,500,000",0.0,0.0
8 Days,2014,90.0,Thriller,48,"Oct 13, 2015","$2,500,000",0.0,0.0
8: The Mormon Proposition,2010,80.0,Documentary,38,"Jun 18, 2010","$2,500,000",100280.0,100280.0
90 Minutes in Heaven,2015,121.0,Drama,38,"Sep 11, 2015","$5,000,000",4816142.0,4816142.0
A Bad Moms Christmas,2017,104.0,Adventure,40,"Nov 1, 2017","$28,000,000",72110659.0,127710550.0
A Bad Moms Christmas,2017,104.0,Comedy,40,"Nov 1, 2017","$28,000,000",72110659.0,127710550.0
A Better Life,2011,98.0,Drama,84,"Jun 24, 2011","$10,000,000",1759252.0,1884251.0
A Better Life,2011,98.0,Romance,84,"Jun 24, 2011","$10,000,000",1759252.0,1884251.0
A Better Life,2011,110.0,Drama,84,"Jun 24, 2011","$10,000,000",1759252.0,1884251.0
A Dangerous Method,2011,99.0,Biography,69,"Nov 23, 2011","$20,000,000",5702083.0,14807531.0
A Dangerous Method,2011,99.0,Drama,69,"Nov 23, 2011","$20,000,000",5702083.0,14807531.0
A Dangerous Method,2011,99.0,Romance,69,"Nov 23, 2011","$20,000,000",5702083.0,14807531.0
A Few Best Men,2011,97.0,Comedy,55,"May 5, 2015","$15,000,000",0.0,17224539.0
A Few Best Men,2011,97.0,Romance,55,"May 5, 2015","$15,000,000",0.0,17224539.0
A Fine Step,2014,111.0,Drama,18,"Jun 24, 2014","$1,000,000",0.0,0.0
A Ghost Story,2017,92.0,Drama,86,"Jul 7, 2017","$100,000",1594798.0,2769782.0
A Ghost Story,2017,92.0,Fantasy,86,"Jul 7, 2017","$100,000",1594798.0,2769782.0
A Ghost Story,2017,92.0,Romance,86,"Jul 7, 2017","$100,000",1594798.0,2769782.0
A Good Day to Die Hard,2013,98.0,Action,34,"Feb 14, 2013","$92,000,000",67349198.0,304249198.0
A Good Day to Die Hard,2013,98.0,Thriller,34,"Feb 14, 2013","$92,000,000",67349198.0,304249198.0
A Haunted House,2013,86.0,Comedy,12,"Jan 11, 2013","$2,500,000",40041683.0,59922558.0
A Haunted House,2013,86.0,Fantasy,12,"Jan 11, 2013","$2,500,000",40041683.0,59922558.0
A Haunted House 2,2014,86.0,Comedy,89,"Apr 18, 2014","$4,000,000",17329487.0,21206861.0
A Haunted House 2,2014,86.0,Fantasy,89,"Apr 18, 2014","$4,000,000",17329487.0,21206861.0
A Hologram for the King,2016,98.0,Comedy,47,"Apr 22, 2016","$35,000,000",4212494.0,11846010.0
A Hologram for the King,2016,98.0,Drama,47,"Apr 22, 2016","$35,000,000",4212494.0,11846010.0
A Hologram for the King,2016,98.0,Romance,47,"Apr 22, 2016","$35,000,000",4212494.0,11846010.0
A Little Bit of Heaven,2011,106.0,Comedy,39,"May 4, 2012","$12,500,000",10011.0,1100287.0
A Little Bit of Heaven,2011,106.0,Drama,39,"May 4, 2012","$12,500,000",10011.0,1100287.0
A Little Bit of Heaven,2011,106.0,Fantasy,39,"May 4, 2012","$12,500,000",10011.0,1100287.0
A Lonely Place to Die,2011,99.0,Adventure,56,"Mar 20, 2012","$4,000,000",0.0,442550.0
A Lonely Place to Die,2011,99.0,Crime,56,"Mar 20, 2012","$4,000,000",0.0,442550.0
A Lonely Place to Die,2011,99.0,Thriller,56,"Mar 20, 2012","$4,000,000",0.0,442550.0
A Man for All Seasons,2014,43.0,Biography,69,"Dec 12, 1966","$3,900,000",28350000.0,28350000.0
A Man for All Seasons,2014,43.0,Documentary,69,"Dec 12, 1966","$3,900,000",28350000.0,28350000.0
A Man for All Seasons,2014,43.0,Family,69,"Dec 12, 1966","$3,900,000",28350000.0,28350000.0
A Monster Calls,2016,108.0,Animation,41,"Jan 6, 2017","$43,000,000",3740823.0,46414530.0
A Monster Calls,2016,108.0,Drama,41,"Jan 6, 2017","$43,000,000",3740823.0,46414530.0
A Monster Calls,2016,108.0,Fantasy,41,"Jan 6, 2017","$43,000,000",3740823.0,46414530.0
A Most Violent Year,2014,125.0,Crime,68,"Dec 31, 2014","$20,000,000",5749134.0,8846875.0
A Most Violent Year,2014,125.0,Drama,68,"Dec 31, 2014","$20,000,000",5749134.0,8846875.0
A Most Violent Year,2014,125.0,Thriller,68,"Dec 31, 2014","$20,000,000",5749134.0,8846875.0
A Most Wanted Man,2014,122.0,Crime,76,"Jul 25, 2014","$15,000,000",17237855.0,36068890.0
A Most Wanted Man,2014,122.0,Drama,76,"Jul 25, 2014","$15,000,000",17237855.0,36068890.0
A Most Wanted Man,2014,122.0,Thriller,76,"Jul 25, 2014","$15,000,000",17237855.0,36068890.0
A Nightmare on Elm Street,2010,95.0,Crime,49,"Apr 30, 2010","$35,000,000",63075011.0,117729621.0
A Nightmare on Elm Street,2010,95.0,Drama,49,"Apr 30, 2010","$35,000,000",63075011.0,117729621.0
A Nightmare on Elm Street,2010,95.0,Horror,49,"Apr 30, 2010","$35,000,000",63075011.0,117729621.0
A Nightmare on Elm Street,2010,95.0,Crime,17,"Nov 9, 1984","$1,800,000",25504513.0,25504513.0
A Nightmare on Elm Street,2010,95.0,Drama,17,"Nov 9, 1984","$1,800,000",25504513.0,25504513.0
A Nightmare on Elm Street,2010,95.0,Horror,17,"Nov 9, 1984","$1,800,000",25504513.0,25504513.0
A Plague So Pleasant,2013,76.0,Drama,81,"Sep 29, 2015","$1,400",0.0,0.0
A Plague So Pleasant,2013,76.0,Horror,81,"Sep 29, 2015","$1,400",0.0,0.0
A Plague So Pleasant,2013,76.0,Thriller,81,"Sep 29, 2015","$1,400",0.0,0.0
A Quiet Place,2016,80.0,Documentary,66,"Apr 6, 2018","$17,000,000",188024361.0,334522294.0
A Quiet Place,2018,90.0,Drama,66,"Apr 6, 2018","$17,000,000",188024361.0,334522294.0
A Quiet Place,2018,90.0,Horror,66,"Apr 6, 2018","$17,000,000",188024361.0,334522294.0
A Quiet Place,2018,90.0,Sci-Fi,66,"Apr 6, 2018","$17,000,000",188024361.0,334522294.0
A Simple Favor,2018,117.0,Comedy,24,"Sep 14, 2018","$20,000,000",53548586.0,97628717.0
A Simple Favor,2018,117.0,Crime,24,"Sep 14, 2018","$20,000,000",53548586.0,97628717.0
A Simple Favor,2018,117.0,Drama,24,"Sep 14, 2018","$20,000,000",53548586.0,97628717.0
A Star is Born,2010,75.0,Documentary,5,"Oct 5, 2018","$36,000,000",215288866.0,433449571.0
A Star is Born,2010,75.0,Music,5,"Oct 5, 2018","$36,000,000",215288866.0,433449571.0
A Street Cat Named Bob,2016,103.0,Biography,31,"Nov 18, 2016","$8,000,000",82703.0,17382693.0
A Street Cat Named Bob,2016,103.0,Comedy,31,"Nov 18, 2016","$8,000,000",82703.0,17382693.0
A Street Cat Named Bob,2016,103.0,Drama,31,"Nov 18, 2016","$8,000,000",82703.0,17382693.0
A Thousand Words,2012,91.0,Comedy,1,"Mar 9, 2012","$40,000,000",18450127.0,20790486.0
A Thousand Words,2012,91.0,Drama,1,"Mar 9, 2012","$40,000,000",18450127.0,20790486.0
A True Story,2013,96.0,Comedy,27,"Oct 25, 2013","$45,000",0.0,0.0
A Very Harold & Kumar 3D Christmas,2011,90.0,Adventure,53,"Nov 4, 2011","$20,000,000",35061031.0,36265745.0
A Very Harold & Kumar 3D Christmas,2011,90.0,Comedy,53,"Nov 4, 2011","$20,000,000",35061031.0,36265745.0
A Walk Among the Tombstones,2014,114.0,Action,67,"Sep 19, 2014","$28,000,000",26017685.0,62108587.0
A Walk Among the Tombstones,2014,114.0,Crime,67,"Sep 19, 2014","$28,000,000",26017685.0,62108587.0
A Walk Among the Tombstones,2014,114.0,Drama,67,"Sep 19, 2014","$28,000,000",26017685.0,62108587.0
A Walk in the Woods,2015,104.0,Adventure,75,"Sep 2, 2015","$8,000,000",29499394.0,37119358.0
A Walk in the Woods,2015,104.0,Biography,75,"Sep 2, 2015","$8,000,000",29499394.0,37119358.0
A Walk in the Woods,2015,104.0,Comedy,75,"Sep 2, 2015","$8,000,000",29499394.0,37119358.0
A Wrinkle in Time,2018,109.0,Adventure,58,"Mar 9, 2018","$103,000,000",100478608.0,133401882.0
A Wrinkle in Time,2018,109.0,Family,58,"Mar 9, 2018","$103,000,000",100478608.0,133401882.0
A Wrinkle in Time,2018,109.0,Fantasy,58,"Mar 9, 2018","$103,000,000",100478608.0,133401882.0
A.C.O.R.N.S.: Operation Crackdown,2015,83.0,Animation,51,"Nov 1, 2016","$8,500,000",0.0,1353287.0
A.C.O.R.N.S.: Operation Crackdown,2015,83.0,Comedy,51,"Nov 1, 2016","$8,500,000",0.0,1353287.0
A.C.O.R.N.S.: Operation Crackdown,2015,83.0,Family,51,"Nov 1, 2016","$8,500,000",0.0,1353287.0
ABCD (Any Body Can Dance),2013,160.0,Drama,11,"Feb 8, 2013","$1,900,000",222098.0,10137234.0
ABCD (Any Body Can Dance),2013,160.0,Music,11,"Feb 8, 2013","$1,900,000",222098.0,10137234.0
AWOL-72,2015,82.0,Action,65,"Dec 31, 2015","$3,000,000",0.0,0.0
AWOL-72,2015,82.0,Thriller,65,"Dec 31, 2015","$3,000,000",0.0,0.0
Abduction,2011,106.0,Action,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2011,106.0,Mystery,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2011,106.0,Thriller,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2011,84.0,Horror,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2011,84.0,Thriller,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2017,90.0,Action,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2017,90.0,Comedy,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2017,90.0,Drama,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2019,106.0,Action,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Abduction,2019,106.0,Sci-Fi,96,"Sep 23, 2011","$35,000,000",28087155.0,86648359.0
Aberdeen,2014,97.0,Family,3,"Aug 17, 2001","$6,500,000",64148.0,64148.0
About Last Night,2014,100.0,Comedy,58,"Feb 14, 2014","$13,000,000",48637684.0,50445860.0
About Last Night,2014,100.0,Romance,58,"Feb 14, 2014","$13,000,000",48637684.0,50445860.0
About Time,2013,123.0,Comedy,95,"Nov 1, 2013","$12,000,000",15323921.0,89309178.0
About Time,2013,123.0,Drama,95,"Nov 1, 2013","$12,000,000",15323921.0,89309178.0
About Time,2013,123.0,Fantasy,95,"Nov 1, 2013","$12,000,000",15323921.0,89309178.0
Above and Beyond,2014,90.0,Adventure,38,"Jan 30, 2015","$1,300,000",288751.0,288751.0
Above and Beyond,2014,90.0,Documentary,38,"Jan 30, 2015","$1,300,000",288751.0,288751.0
Above and Beyond,2014,90.0,History,38,"Jan 30, 2015","$1,300,000",288751.0,288751.0
Above and Beyond,2014,56.0,Documentary,38,"Jan 30, 2015","$1,300,000",288751.0,288751.0
Abraham Lincoln: Vampire Hunter,2012,105.0,Action,65,"Jun 22, 2012","$67,500,000",37519139.0,137489730.0
Abraham Lincoln: Vampire Hunter,2012,105.0,Fantasy,65,"Jun 22, 2012","$67,500,000",37519139.0,137489730.0
Abraham Lincoln: Vampire Hunter,2012,105.0,Horror,65,"Jun 22, 2012","$67,500,000",37519139.0,137489730.0
Absentia,2011,87.0,Drama,6,"Dec 31, 2011","$70,000",0.0,8555.0
Absentia,2011,87.0,Horror,6,"Dec 31, 2011","$70,000",0.0,8555.0
Absentia,2011,87.0,Mystery,6,"Dec 31, 2011","$70,000",0.0,8555.0
Absentia,2011,60.0,Sci-Fi,6,"Dec 31, 2011","$70,000",0.0,8555.0
Accidental Love,2015,100.0,Comedy,55,"Mar 17, 2015","$26,000,000",0.0,135436.0
Accidental Love,2015,100.0,Romance,55,"Mar 17, 2015","$26,000,000",0.0,135436.0
Acrimony,2018,120.0,Drama,35,"Mar 30, 2018","$20,000,000",43549096.0,46627836.0
Acrimony,2018,120.0,Romance,35,"Mar 30, 2018","$20,000,000",43549096.0,46627836.0
Acrimony,2018,120.0,Thriller,35,"Mar 30, 2018","$20,000,000",43549096.0,46627836.0
Act of Valor,2012,110.0,Action,52,"Feb 24, 2012","$12,000,000",70012847.0,82497035.0
Act of Valor,2012,110.0,Adventure,52,"Feb 24, 2012","$12,000,000",70012847.0,82497035.0
Act of Valor,2012,110.0,Drama,52,"Feb 24, 2012","$12,000,000",70012847.0,82497035.0
Action Jackson,2014,144.0,Action,8,"Feb 12, 1988","$7,000,000",20257000.0,20257000.0
Action Jackson,2014,144.0,Thriller,8,"Feb 12, 1988","$7,000,000",20257000.0,20257000.0
Action Point,2018,85.0,Comedy,50,"Jun 1, 2018","$19,000,000",5059608.0,5103675.0
Adam,2019,98.0,Drama,59,"Jul 29, 2009","$3,200,000",2283291.0,2834485.0
Adam,2019,20.0,Drama,59,"Jul 29, 2009","$3,200,000",2283291.0,2834485.0
Adam,2014,123.0,Drama,59,"Jul 29, 2009","$3,200,000",2283291.0,2834485.0
Adam,2019,95.0,Comedy,59,"Jul 29, 2009","$3,200,000",2283291.0,2834485.0
Adam,2018,72.0,Drama,59,"Jul 29, 2009","$3,200,000",2283291.0,2834485.0
Addicted,2014,106.0,Drama,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Addicted,2014,106.0,Thriller,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Addicted,2014,97.0,Documentary,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Addicted,2014,97.0,Music,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Addicted,2013,55.0,Comedy,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Addicted,2017,54.0,Drama,96,"Oct 10, 2014","$5,000,000",17390770.0,17499242.0
Admiral,2015,151.0,Action,7,"Dec 31, 2008","$20,000,000",0.0,38585047.0
Admiral,2015,151.0,Adventure,7,"Dec 31, 2008","$20,000,000",0.0,38585047.0
Admiral,2015,151.0,Biography,7,"Dec 31, 2008","$20,000,000",0.0,38585047.0
Admission,2013,107.0,Comedy,76,"Mar 22, 2013","$13,000,000",18007317.0,18733666.0
Admission,2013,107.0,Drama,76,"Mar 22, 2013","$13,000,000",18007317.0,18733666.0
Admission,2013,107.0,Romance,76,"Mar 22, 2013","$13,000,000",18007317.0,18733666.0
Adrift,2012,65.0,Drama,89,"Jun 1, 2018","$35,000,000",31445011.0,57897191.0
Adrift,2015,85.0,Romance,89,"Jun 1, 2018","$35,000,000",31445011.0,57897191.0
Adrift,2018,96.0,Action,89,"Jun 1, 2018","$35,000,000",31445011.0,57897191.0
Adrift,2018,96.0,Adventure,89,"Jun 1, 2018","$35,000,000",31445011.0,57897191.0
Adrift,2018,96.0,Biography,89,"Jun 1, 2018","$35,000,000",31445011.0,57897191.0
Adulterers,2015,91.0,Crime,86,"Jan 5, 2016","$750,000",0.0,0.0
Adulterers,2015,91.0,Drama,86,"Jan 5, 2016","$750,000",0.0,0.0
Adulterers,2015,91.0,Thriller,86,"Jan 5, 2016","$750,000",0.0,0.0
After,2014,99.0,Drama,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2014,99.0,Mystery,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2012,90.0,Drama,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2012,90.0,Fantasy,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2012,90.0,Mystery,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2012,83.0,Romance,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2019,105.0,Drama,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2019,105.0,Romance,2,"Dec 31, 2012","$650,000",0.0,0.0
After,2017,75.0,Drama,2,"Dec 31, 2012","$650,000",0.0,0.0
After Earth,2013,100.0,Action,53,"May 31, 2013","$130,000,000",60522097.0,251499665.0
After Earth,2013,100.0,Adventure,53,"May 31, 2013","$130,000,000",60522097.0,251499665.0
After Earth,2013,100.0,Drama,53,"May 31, 2013","$130,000,000",60522097.0,251499665.0
Ain't Them Bodies Saints,2013,96.0,Crime,64,"Aug 16, 2013","$5,000,000",391611.0,1075009.0
Ain't Them Bodies Saints,2013,96.0,Drama,64,"Aug 16, 2013","$5,000,000",391611.0,1075009.0
Ain't Them Bodies Saints,2013,96.0,Romance,64,"Aug 16, 2013","$5,000,000",391611.0,1075009.0
Air Strike,2018,120.0,Action,21,"Oct 26, 2018","$65,000,000",0.0,516279.0
Air Strike,2018,120.0,Adventure,21,"Oct 26, 2018","$65,000,000",0.0,516279.0
Air Strike,2018,120.0,Drama,21,"Oct 26, 2018","$65,000,000",0.0,516279.0
Airborne,2012,81.0,Comedy,85,"Sep 14, 2012","$1,200,000",0.0,0.0
Airborne,2012,81.0,Crime,85,"Sep 14, 2012","$1,200,000",0.0,0.0
Airborne,2012,81.0,Horror,85,"Sep 14, 2012","$1,200,000",0.0,0.0
Akira,2016,134.0,Drama,36,"Apr 27, 2001","$8,000,000",19585.0,19585.0
Akira,2016,134.0,Romance,36,"Apr 27, 2001","$8,000,000",19585.0,19585.0
Aladdin,2019,128.0,Adventure,81,"May 24, 2019","$182,000,000",246734314.0,619234314.0
Aladdin,2019,128.0,Comedy,81,"May 24, 2019","$182,000,000",246734314.0,619234314.0
Aladdin,2019,128.0,Family,81,"May 24, 2019","$182,000,000",246734314.0,619234314.0
Aladdin,2019,128.0,Adventure,33,"Nov 11, 1992","$28,000,000",217350219.0,504050219.0
Aladdin,2019,128.0,Comedy,33,"Nov 11, 1992","$28,000,000",217350219.0,504050219.0
Aladdin,2019,128.0,Family,33,"Nov 11, 1992","$28,000,000",217350219.0,504050219.0
Albert Nobbs,2011,113.0,Drama,67,"Dec 21, 2011","$7,500,000",3014696.0,8539003.0
Albert Nobbs,2011,113.0,Romance,67,"Dec 21, 2011","$7,500,000",3014696.0,8539003.0
Alex Cross,2012,101.0,Action,100,"Oct 19, 2012","$35,000,000",25888412.0,35426759.0
Alex Cross,2012,101.0,Crime,100,"Oct 19, 2012","$35,000,000",25888412.0,35426759.0
Alex Cross,2012,101.0,Mystery,100,"Oct 19, 2012","$35,000,000",25888412.0,35426759.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,Comedy,44,"Oct 10, 2014","$28,000,000",66954149.0,101379287.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,Family,44,"Oct 10, 2014","$28,000,000",66954149.0,101379287.0
Ali,2012,88.0,Drama,45,"Dec 25, 2001","$109,000,000",58183966.0,87683966.0
Ali,2019,130.0,Adventure,45,"Dec 25, 2001","$109,000,000",58183966.0,87683966.0
Ali,2019,130.0,Sport,45,"Dec 25, 2001","$109,000,000",58183966.0,87683966.0
Ali,2019,110.0,Drama,45,"Dec 25, 2001","$109,000,000",58183966.0,87683966.0
Alice Through the Looking Glass,2016,113.0,Adventure,26,"May 27, 2016","$170,000,000",77042381.0,276928112.0
Alice Through the Looking Glass,2016,113.0,Family,26,"May 27, 2016","$170,000,000",77042381.0,276928112.0
Alice Through the Looking Glass,2016,113.0,Fantasy,26,"May 27, 2016","$170,000,000",77042381.0,276928112.0
Alice in Wonderland,2010,108.0,Adventure,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2010,108.0,Family,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2010,108.0,Fantasy,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2010,108.0,Adventure,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alice in Wonderland,2010,108.0,Family,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alice in Wonderland,2010,108.0,Fantasy,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alice in Wonderland,2011,48.0,Documentary,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2011,48.0,Documentary,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alice in Wonderland,2010,99.0,Fantasy,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2010,99.0,Musical,51,"Mar 5, 2010","$200,000,000",334191110.0,1025491110.0
Alice in Wonderland,2010,99.0,Fantasy,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alice in Wonderland,2010,99.0,Musical,60,"Jul 28, 1951","$3,000,000",0.0,0.0
Alien Uprising,2012,101.0,Comedy,44,"Jun 21, 2013","$2,500,000",0.0,0.0
Alien Uprising,2012,101.0,Horror,44,"Jun 21, 2013","$2,500,000",0.0,0.0
